0	0.556403509
10	0.5384825319
20	0.5213861886
30	0.5055958355
40	0.4915328713
50	0.479552974
60	0.4699439326
70	0.4629260953
80	0.4586543119
90	0.4572202714
100	0.4586543119
110	0.4629260953
120	0.4699439326
130	0.479552974
140	0.4915328713
150	0.5055958355
160	0.5213861886
170	0.5384825319
180	0.556403509
190	0.5746178343
200	0.5925588403
210	0.6096432917
220	0.6252937026
230	0.6389629252
240	0.6501594131
250	0.6584713488
260	0.6635877949
270	0.6653151837
280	0.6635877949
290	0.6584713488
300	0.6501594131
310	0.6389629252
320	0.6252937026
330	0.6096432917
340	0.5925588403
350	0.5746178343
