0	0.1962419997
10	0.18992132
20	0.1838914864
30	0.1783222719
40	0.1733623028
50	0.1691370257
60	0.165747943
70	0.1632727709
80	0.1617661246
90	0.1612603424
100	0.1617661246
110	0.1632727709
120	0.165747943
130	0.1691370257
140	0.1733623028
150	0.1783222719
160	0.1838914864
170	0.18992132
180	0.1962419997
190	0.2026661426
200	0.2089938865
210	0.2150195259
220	0.2205393831
230	0.2253604806
240	0.2293094514
250	0.2322410484
260	0.234045605
270	0.2346548503
280	0.234045605
290	0.2322410484
300	0.2293094514
310	0.2253604806
320	0.2205393831
330	0.2150195259
340	0.2089938865
350	0.2026661426
