0	0.4027815813
10	0.3898085512
20	0.377432475
30	0.3660018078
40	0.3558216006
50	0.3471493297
60	0.340193326
70	0.3351130999
80	0.3320207476
90	0.3309826429
100	0.3320207476
110	0.3351130999
120	0.340193326
130	0.3471493297
140	0.3558216006
150	0.3660018078
160	0.377432475
170	0.3898085512
180	0.4027815813
190	0.4159669668
200	0.4289544959
210	0.4413219635
220	0.4526513263
230	0.4625465032
240	0.4706516625
250	0.4766686889
260	0.4803724942
270	0.4816229543
280	0.4803724942
290	0.4766686889
300	0.4706516625
310	0.4625465032
320	0.4526513263
330	0.4413219635
340	0.4289544959
350	0.4159669668
