0	7.226881696
10	6.9941139677
20	6.772057045
30	6.5669630591
40	6.3843053702
50	6.2287037268
60	6.1038960939
70	6.0127444753
80	5.9572601501
90	5.9386340254
100	5.9572601501
110	6.0127444753
120	6.1038960939
130	6.2287037268
140	6.3843053702
150	6.5669630591
160	6.772057045
170	6.9941139677
180	7.226881696
190	7.4634595967
200	7.6964874734
210	7.9183899362
220	8.1216662743
230	8.2992098258
240	8.4446361079
250	8.5525962033
260	8.6190514826
270	8.6414877797
280	8.6190514826
290	8.5525962033
300	8.4446361079
310	8.2992098258
320	8.1216662743
330	7.9183899362
340	7.6964874734
350	7.4634595967
