0	35.8899686062
10	34.7340030304
20	33.6312292034
30	32.612696311
40	31.7055860254
50	30.9328408315
60	30.3130241231
70	29.860349115
80	29.584804174
90	29.4923035549
100	29.584804174
110	29.860349115
120	30.3130241231
130	30.9328408315
140	31.7055860254
150	32.612696311
160	33.6312292034
170	34.7340030304
180	35.8899686062
190	37.0648561696
200	38.2221136887
210	39.3241204403
220	40.3336265728
230	41.2153391509
240	41.9375517063
250	42.4737005736
260	42.8037292067
270	42.9151518136
280	42.8037292067
290	42.4737005736
300	41.9375517063
310	41.2153391509
320	40.3336265728
330	39.3241204403
340	38.2221136887
350	37.0648561696
