#date (JD)	SZA (deg)	Az (deg)	LTST (hrs) 	Ls (deg) 
2455659.58133  , 89.2854994794 , 146.892762208 , 2.48105293319 , 269.801791129
2455659.60238  , 87.1061798648 , 140.599356973 , 2.97255728157 , 269.815034601
2455659.62344  , 84.6167614178 , 134.408964918 , 3.46406164205 , 269.828277903
2455659.64449  , 81.8509261736 , 128.31088987 , 3.95556601442 , 269.841521037
2455659.66554  , 78.8435373463 , 122.28609636 , 4.4470703992 , 269.854764003
2455659.6866  , 75.6301090274 , 116.307602822 , 4.93857479616 , 269.868006799
2455659.70765  , 72.2466054351 , 110.340717382 , 5.43007920536 , 269.881249426
2455659.7287  , 68.729571046 , 104.342980774 , 5.92158363751 , 269.894491884
2455659.74975  , 65.1165909096 , 98.2637415303 , 6.41308807124 , 269.907734173
2455659.77081  , 61.4470873901 , 92.0433545556 , 6.90459251707 , 269.920976293
2455659.79186  , 57.7634755087 , 85.6120980361 , 7.39609697547 , 269.934218243
2455659.81291  , 54.1127042295 , 78.8890734766 , 7.88760144602 , 269.947460023
2455659.83396  , 50.5481964095 , 71.7816802672 , 8.37910592922 , 269.960701633
2455659.85502  , 47.1321238678 , 64.1868323915 , 8.87061042486 , 269.973943074
2455659.87607  , 43.9377545389 , 55.995997683 , 9.36211493297 , 269.987184345
2455659.89712  , 41.0511936747 , 47.1072553839 , 9.85361945359 , 270.000425446
2455659.91817  , 38.5711479883 , 37.4480441817 , 10.3451239865 , 270.013666376
2455659.93923  , 36.6045446636 , 27.0098747527 , 10.8366285322 , 270.026907137
2455659.96028  , 35.2557269312 , 15.8878320741 , 11.3281330906 , 270.040147726
2455659.98133  , 34.6089982323 , 4.30382788358 , 11.8196376613 , 270.053388146
2455660.00238  , 34.7091358915 , 352.5859522 , 12.3111422449 , 270.066628395
2455660.02344  , 35.5490064764 , 341.096290472 , 12.8026468412 , 270.079868473
2455660.04449  , 37.0716347559 , 330.139856084 , 13.2941514502 , 270.09310838
2455660.06554  , 39.1854262126 , 319.904597848 , 13.7856560827 , 270.106348116
2455660.0866  , 41.7838847521 , 310.454591031 , 14.2771607173 , 270.119587682
2455660.10765  , 44.7615122817 , 301.760381222 , 14.7686653645 , 270.132827076
2455660.1287  , 48.0227432823 , 293.738666238 , 15.2601700247 , 270.146066298
2455660.14975  , 51.4849796953 , 286.284044514 , 15.7516746976 , 270.15930535
2455660.17081  , 55.0781190847 , 279.288611968 , 16.2431793836 , 270.17254423
2455660.19186  , 58.7425516645 , 272.651786142 , 16.7346840826 , 270.185782938
2455660.21291  , 62.4267880377 , 266.284061617 , 17.2261887945 , 270.199021474
2455660.23396  , 66.0852588816 , 260.107603776 , 17.7176935195 , 270.212259839
2455660.25502  , 69.6764795361 , 254.055485909 , 18.2091982572 , 270.225498032
2455660.27607  , 73.1616140084 , 248.070552954 , 18.7007030083 , 270.238736052
2455660.29712  , 76.5034178209 , 242.104396292 , 19.1922077724 , 270.251973901
2455660.31817  , 79.6655319988 , 236.116648916 , 19.6837125494 , 270.265211577
2455660.33923  , 82.6121110436 , 230.074661931 , 20.1752173399 , 270.278449081
2455660.36028  , 85.3077805263 , 223.953535443 , 20.6667221435 , 270.291686412
2455660.38133  , 87.7179261036 , 217.736411854 , 21.1582269603 , 270.304923571
2455660.40238  , 89.8093094586 , 211.414880808 , 21.6497318011 , 270.318160557
