LL_sunpaths/Lat-75_Lon0/Ls0 , 0 , -75 , 0 ,  86.5115433078  ,  88.9474122903  ,  6.24278760731  , 3188970.0 , 0.1962419997
LL_sunpaths/Lat-75_Lon0/Ls0 , 0 , -75 , 0 ,  79.3752544119  ,  87.0579822581  ,  6.73463304807  , 3188970.0 , 0.1962419997
LL_sunpaths/Lat-75_Lon0/Ls0 , 0 , -75 , 0 ,  72.2155299523  ,  85.2124405285  ,  7.22647851051  , 3188970.0 , 0.1962419997
LL_sunpaths/Lat-75_Lon0/Ls0 , 0 , -75 , 0 ,  65.0183527458  ,  83.4399116368  ,  7.71832400533  , 3188970.0 , 0.1962419997
LL_sunpaths/Lat-75_Lon0/Ls0 , 0 , -75 , 0 ,  57.7717686403  ,  81.7689443437  ,  8.21016951039  , 3188970.0 , 0.1962419997
LL_sunpaths/Lat-75_Lon0/Ls0 , 0 , -75 , 0 ,  50.4666595648  ,  80.227175455  ,  8.70201503709  , 3188970.0 , 0.1962419997
LL_sunpaths/Lat-75_Lon0/Ls0 , 0 , -75 , 0 ,  43.0974329974  ,  78.8409057896  ,  9.19386058495  , 3188970.0 , 0.1962419997
LL_sunpaths/Lat-75_Lon0/Ls0 , 0 , -75 , 0 ,  35.6625643804  ,  77.6345835781  ,  9.68570615445  , 3188970.0 , 0.1962419997
LL_sunpaths/Lat-75_Lon0/Ls0 , 0 , -75 , 0 ,  28.16491884  ,  76.6302079685  ,  10.1775517453  , 3188970.0 , 0.1962419997
LL_sunpaths/Lat-75_Lon0/Ls0 , 0 , -75 , 0 ,  20.6117754627  ,  75.8466838188  ,  10.6693973576  , 3188970.0 , 0.1962419997
LL_sunpaths/Lat-75_Lon0/Ls0 , 0 , -75 , 0 ,  13.0144942303  ,  75.2991771062  ,  11.1612429912  , 3188970.0 , 0.1962419997
LL_sunpaths/Lat-75_Lon0/Ls0 , 0 , -75 , 0 ,  5.38780317707  ,  74.9985333187  ,  11.6530886459  , 3188970.0 , 0.1962419997
LL_sunpaths/Lat-75_Lon0/Ls0 , 0 , -75 , 0 ,  357.748737848  ,  74.9508247301  ,  12.1449343222  , 3188970.0 , 0.1962419997
