#date (JD)	SZA (deg)	Az (deg)	LTST (hrs) 	Ls (deg) 
2455627.89643  , 86.132664965 , 115.87212384 , 6.74698133888 , 249.745471364
2455627.91749  , 79.7882002992 , 118.184999862 , 7.23850218731 , 249.758834537
2455627.93854  , 73.5924425248 , 120.929849032 , 7.73002300338 , 249.772197723
2455627.95959  , 67.5889303348 , 124.194787624 , 8.22154378756 , 249.785560922
2455627.98064  , 61.8359877715 , 128.094531252 , 8.71306453967 , 249.798924132
2455628.0017  , 56.4123542783 , 132.772606316 , 9.20458525947 , 249.812287355
2455628.02275  , 51.4241080163 , 138.397464579 , 9.69610594747 , 249.82565059
2455628.0438  , 47.0115780345 , 145.143252957 , 10.1876266035 , 249.839013837
2455628.06486  , 43.352190837 , 153.14077292 , 10.6791472272 , 249.852377095
2455628.08591  , 40.6508416559 , 162.387607676 , 11.1706678192 , 249.865740366
2455628.10696  , 39.1072457088 , 172.638801584 , 11.6621883791 , 249.879103647
2455628.12801  , 38.8599629963 , 183.363449592 , 12.1537089182 , 249.892466941
2455628.14907  , 39.9331099153 , 193.86550469 , 12.6452294145 , 249.905830245
2455628.17012  , 42.2258650024 , 203.528995719 , 13.1367498787 , 249.919193561
2455628.19117  , 45.5539231941 , 212.000579991 , 13.6282703112 , 249.932556888
2455628.21222  , 49.7090250482 , 219.199590226 , 14.1197907119 , 249.945920225
2455628.23328  , 54.5013902761 , 225.219939712 , 14.6113110809 , 249.959283574
2455628.25433  , 59.7768076022 , 230.227475501 , 15.1028314181 , 249.972646933
2455628.27538  , 65.417194064 , 234.396210841 , 15.5943517232 , 249.986010303
2455628.29643  , 71.334507882 , 237.87988958 , 16.0858719969 , 249.999373683
2455628.31749  , 77.4635709172 , 240.803792111 , 16.5773922389 , 250.012737073
2455628.33854  , 83.7559054921 , 243.26541626 , 17.068912449 , 250.026100474
