0.0	3635957.4807
5.0	2885575.67368
10.0	2525967.77895
15.0	2633850.14737
20.0	2257460.55088
25.0	2197525.90175
30.0	1869084.02456
35.0	1818738.9193
40.0	1933813.44561
45.0	1713253.93684
50.0	1600576.79649
55.0	1507078.74386
60.0	1519065.67368
65.0	1399196.37544
70.0	1459131.02456
75.0	1463925.79649
80.0	1449541.4807
85.0	1408785.9193
90.0	1562218.62105
95.0	1571808.16491
100.0	1612563.72632
105.0	1555026.46316
110.0	1538244.7614
115.0	1634140.2
120.0	1619755.88421
125.0	1641332.35789
130.0	1574205.55088
135.0	1610166.34035
140.0	1698869.62105
145.0	1722843.4807
150.0	1964979.46316
155.0	2528365.16491
160.0	3669520.88421
165.0	3590407.14737
170.0	3834940.51579
175.0	3389026.72632
180.0	3679110.42807
185.0	4381544.51579
190.0	4647654.35789
195.0	4820266.14737
200.0	4475042.56842
205.0	4611693.56842
210.0	5117542.00702
215.0	6246710.79649
220.0	10322266.9368
225.0	11700763.8667
230.0	10099310.0421
235.0	9773265.55088
240.0	8588956.88421
245.0	8586559.49825
250.0	7713911.00702
255.0	7512530.58596
260.0	6800506.95439
265.0	6846057.28772
270.0	6038138.21754
275.0	5561058.41053
280.0	5127131.55088
285.0	4901777.27018
290.0	4614090.95439
295.0	4204137.95439
300.0	4000360.14737
305.0	3741442.46316
310.0	3727058.14737
315.0	3767813.70877
320.0	5386049.23509
325.0	5330909.35789
330.0	4964109.30526
335.0	7869741.09474
340.0	6419322.58596
345.0	6033343.44561
350.0	5326114.58596
355.0	4566143.23509
