0	18826061.12
10	18826061.12
20	18826061.12
30	18826061.12
40	18826061.12
50	18826061.12
60	18826061.12
70	18826061.12
80	18826061.12
90	18826061.12
100	18826061.12
110	18826061.12
120	18826061.12
130	18826061.12
140	18826061.12
150	18826061.12
160	18826061.12
170	18826061.12
180	18826061.12
190	18826061.12
200	18826061.12
210	18826061.12
220	18826061.12
230	18826061.12
240	18826061.12
250	18826061.12
260	18826061.12
270	18826061.12
280	18826061.12
290	18826061.12
300	18826061.12
310	18826061.12
320	18826061.12
330	18826061.12
340	18826061.12
350	18826061.12
