0.0	1878673.56842
10.0	1871481.41053
20.0	1682087.9193
30.0	1451938.86667
40.0	1070754.49825
50.0	1118702.21754
60.0	1044383.25263
70.0	886155.778947
80.0	843002.831579
90.0	802247.270175
100.0	864579.305263
110.0	970064.287719
120.0	1073151.88421
130.0	768683.866667
140.0	1835520.62105
150.0	2974278.95439
160.0	4954519.7614
170.0	5956627.09474
180.0	4434287.00702
190.0	4012347.07719
200.0	2983868.49825
210.0	3549651.58596
220.0	4793894.90175
230.0	4647654.35789
240.0	12499093.393
250.0	9588666.83158
260.0	6469667.69123
270.0	4817868.7614
280.0	4098652.97193
290.0	3516088.18246
300.0	3091750.86667
310.0	3528075.11228
320.0	4719575.93684
330.0	3424987.51579
340.0	3180454.14737
350.0	2288626.56842
