0.0	2056080.12982
5.0	1514270.90175
10.0	1037191.09474
15.0	608059.007018
20.0	569700.831579
25.0	490587.094737
30.0	449831.533333
35.0	442639.375439
40.0	447434.147368
45.0	449831.533333
50.0	375512.568421
55.0	377909.954386
60.0	375512.568421
65.0	373115.182456
70.0	375512.568421
75.0	392294.270175
80.0	399486.42807
85.0	406678.585965
90.0	425857.673684
95.0	445036.761404
100.0	447434.147368
105.0	466613.235088
110.0	476202.778947
115.0	492984.480702
120.0	507368.796491
125.0	507368.796491
130.0	524150.498246
135.0	528945.270175
140.0	538534.814035
145.0	524150.498246
150.0	531342.65614
155.0	605661.621053
160.0	600866.849123
165.0	560111.287719
170.0	850194.989474
175.0	533740.042105
180.0	785465.568421
185.0	1032396.32281
190.0	1312890.4807
195.0	1996145.4807
200.0	3806171.88421
205.0	4069884.34035
210.0	4899379.88421
215.0	8751979.12982
220.0	7148127.9193
225.0	8361205.21754
230.0	6565563.12982
235.0	7205665.18246
240.0	6901197.16491
245.0	6057317.30526
250.0	6517615.41053
255.0	6781327.86667
260.0	6635087.32281
265.0	6850852.05965
270.0	7687539.7614
275.0	6395348.72632
280.0	5829565.6386
285.0	5103157.69123
290.0	4551758.9193
295.0	3822953.58596
300.0	3091750.86667
305.0	2408495.86667
310.0	2545146.86667
315.0	4000360.14737
320.0	5048017.81404
325.0	4676422.98947
330.0	3552048.97193
335.0	3367450.25263
340.0	2583505.04211
345.0	2986265.88421
350.0	2957497.25263
355.0	2367740.30526
