0.0	12584919.8105
10.0	11450636.5977
20.0	9698205.05217
30.0	8137600.38065
40.0	6551899.59673
50.0	5357123.91161
60.0	6521803.94693
70.0	5955329.36445
80.0	6101049.33136
90.0	7085483.1817
100.0	6774128.87862
110.0	6118124.20592
120.0	5308549.42473
130.0	7143435.59975
140.0	11609130.4476
150.0	17964624.8566
160.0	14025923.8227
170.0	13350604.1478
180.0	11467018.7351
190.0	9630887.46218
200.0	13008937.4749
210.0	19469493.086
220.0	19018384.9602
230.0	22269334.8493
240.0	20284433.0722
250.0	19844856.3505
260.0	19930131.5608
270.0	58507327.4459
280.0	87335360.9213
290.0	68292509.839
300.0	44897167.5407
310.0	31794010.3712
320.0	22876217.7151
330.0	17780380.0036
340.0	15562419.9037
350.0	14030756.6483
