latitude,longitude,energy,wavelength
40.0,120.0,-20.232813642733305,1050.0
40.0,130.0,-36.38874741202103,1050.0
40.0,140.0,61.76107605676853,1050.0
40.0,150.0,22.378485039865797,1050.0
40.0,160.0,-26.86707895297509,1050.0
40.0,170.0,-34.97223257471279,1050.0
40.0,180.0,10.445823555942885,1050.0
40.0,190.0,17.56452804575857,1050.0
40.0,200.0,-61.70743609960805,1050.0
40.0,210.0,-17.681785548076025,1050.0
40.0,220.0,0.5548417204164601,1050.0
40.0,230.0,28.084986358034346,1050.0
40.0,240.0,1.6696118959145827,1050.0
40.0,250.0,5.299856801247171,1050.0
40.0,260.0,-14.901250674472042,1050.0
40.0,270.0,4.865105985119227,1050.0
40.0,280.0,20.970102754009172,1050.0
40.0,290.0,-17.493316957603376,1050.0
40.0,300.0,-33.2629646516584,1050.0
40.0,310.0,49.072422948022535,1050.0
40.0,320.0,7.773403106312451,1050.0
40.0,330.0,2.356440156157106,1050.0
40.0,340.0,7.873456521655728,1050.0
40.0,350.0,20.02903639986151,1050.0
50.0,0.0,25.356788020057937,1050.0
50.0,10.0,47.969402038706505,1050.0
50.0,20.0,-6.195282845252777,1050.0
50.0,30.0,-16.770811415355187,1050.0
50.0,40.0,38.29270867706002,1050.0
50.0,50.0,-40.51037442030465,1050.0
50.0,60.0,-20.549117031332916,1050.0
50.0,70.0,44.37370860034285,1050.0
50.0,80.0,9.872811470980766,1050.0
50.0,90.0,-66.8319921906843,1050.0
50.0,100.0,-34.77554034643641,1050.0
50.0,110.0,-110.76979477129593,1050.0
50.0,120.0,42.3112407500444,1050.0
50.0,130.0,-26.633085195492082,1050.0
50.0,140.0,50.56615887693577,1050.0
50.0,150.0,59.65206772616477,1050.0
50.0,160.0,-15.246312307383072,1050.0
50.0,170.0,18.33178853243805,1050.0
50.0,180.0,67.42135367476443,1050.0
50.0,190.0,-67.58245190099788,1050.0
50.0,200.0,15.421552712098388,1050.0
50.0,210.0,-23.710524165490416,1050.0
50.0,220.0,24.255106932314366,1050.0
50.0,230.0,-24.14635166026131,1050.0
50.0,240.0,-7.780065636666033,1050.0
50.0,250.0,-21.015449454965133,1050.0
50.0,260.0,-14.967802900722628,1050.0
50.0,270.0,12.39231679117728,1050.0
50.0,280.0,-21.462306879129457,1050.0
50.0,290.0,6.929170250264364,1050.0
50.0,300.0,38.63291389912984,1050.0
50.0,310.0,36.57923873062552,1050.0
50.0,320.0,-51.87098310168129,1050.0
50.0,330.0,-62.652625477196,1050.0
50.0,340.0,0.5885794384443201,1050.0
50.0,350.0,10.368811648892276,1050.0
